form	segmentation	feats
ḫuwavain	ḫuwava+i=n	noun;ABS;3SG.ABS
ḫuwe	ḫuwe	INTJ
ḫuwe	ḫowe	noun;ABS
ḫuwe	ḫō-i	verb;TR.IMP
ḫuštenāža	ḫušte-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ḫužušta	ḫōž-ož-d-a	verb;PST;PL.A;3A
ḫužūwa	ḫōž-u-a	verb;MED;3A.SG
ḫābužib	ḫāb+o+že-v	noun;2POSS.SG.ABS
ḫāe	ḫa-i	verb;TR.IMP
ḫāib	ḫa-i=m	verb;ANTIP;CON
ḫāibād	ḫa-i-b-a=d	verb;ANTIP;b;EPNTH;1SG.ABS
ḫāide	ḫa-id-en	verb;PL.A;3JUSS
ḫāigalli	ḫāigali-ne	noun;ABL/INS
ḫāiži	ḫā+i+že	noun;ABS
ḫāiži	ḫa-iž-i	verb;iž;ANTIP
ḫāl	ḫa-a=l	verb;INT;3PL.ABS
ḫāllāi	ḫāl-i-l-ai	verb;MOD.AG;l;PURP
ḫālōli	ḫālōli	noun;ABS
ḫāni	ḫāni	noun;ABS
ḫāni	ḫān-i	verb;ANTIP
ḫānie	ḫāni-e	noun;3POSS.SG.ABS
ḫāpšī	ḫapš-i	verb;ANTIP
ḫāra	ḫār-a	verb;INT
ḫārapḫaēm	ḫār+a+ġe-ve-ae=m	noun;GEN;INS;2SG.ABS
ḫārapḫāīb	ḫār+a+ġe-ve-ae=v	noun;GEN;INS;2PL.ABS
ḫāri	ḫāri	noun;ABS
ḫāri	ḫār-i	verb;ANTIP
ḫārra	ḫāri-na	noun;RELAT.PL.ABS
ḫārri	ḫāri-ne	noun;ABL/INS
ḫārri	ḫār-i-le	verb;MOD.AG;1JUSS
ḫārrēma	ḫāri-ne-e=ma	noun;RELAT.SG;DIR/LOC;CON
ḫāruwi	ḫāru+i	ADV
ḫāruwi	ḫāruwi	noun;ABS
ḫārāpḫāi	ḫār+a+ġe-ve-ae	noun;GEN;INS
ḫārēni	ḫāri-e-ne	noun;3POSS.SG;ABL/INS
ḫāulimāīn	ḫa-ol-i+m+ai-n	verb;ol;CVB;n
ḫāum	ḫa-o-m	verb;TR.PFV;3A.SG
ḫāuža	ḫa-ož-a	verb;PST;3A.SG
ḫāuži	ḫa-ož-i	verb;PST;ANTIP
ḫāvōrunnīra	ḫavor+ni-ne-ra	noun;RELAT.SG;COM
ḫāvōžina	ḫāv+ō+že-na	noun;RELAT.PL.ABS
ḫāġippinama	ḫāġi-v-ve-na=ma	noun;2POSS.SG;GEN;RELAT.PL.ABS;CON
ḫāōppul	ḫa-uffu=l	verb;1A.SG.NEG;3PL.ABS
ḫāšši	ḫašši	noun;ABS
ḫāšši	ḫa-a-šše	verb;INT;NMLZ.ABS
ḫāž	ḫa-a	verb;INT
ḫāža	ḫāži-a	noun;ESS
ḫāža	ḫaž-a	verb;INT
ḫāžarinna	ḫāž+ar+i-i-nna	noun;3POSS.SG;EQU2
ḫāžarinna	ḫaž-ar-i=nna	verb;ITER;ANTIP;3SG.ABS
ḫāžarri	ḫāž+arri	noun;ABS
ḫāžarridal	ḫāž+arri-da=l	noun;DIR;3PL.ABS
ḫāžarrima	ḫāž+arri=ma	noun;ABS;CON
ḫāžažib	ḫāž+a+že-v	noun;2POSS.SG.ABS
ḫāžažib	ḫaž-až-i-b	verb;až;ANTIP;b
ḫāžažilēž	ḫaž-až-i-l-ež	verb;až;MOD.AG;l;OPT
ḫāžažimmi	ḫāž+až+i+mmi	noun;ABS
ḫāžerāe	ḫāžeri-ae	noun;INS
ḫāžimmie	ḫāži+mmi-e	noun;3POSS.SG.ABS
ḫāžuža	ḫaž-ož-a	verb;PST;3A.SG
ḫāžēra	ḫāžeri-a	noun;ESS
ḫāžīdūl	ḫaž-id-o=l	verb;PL.A;TR.PFV;3PL.ABS
ḫāḫḫiniž	ḫāḫḫi-ne-ž	noun;RELAT.SG;ERG
ḫēaraštēda	ḫē-ar-ašt-ed-a	noun;ITER;RES;FUT;3A.SG
ḫēbādōi	ḫēbādu-ve	noun;GEN
ḫēlištu	ḫēl-išt-o	verb;RES;MOD.PAT
ḫēri	ḫeri	noun;ABS
ḫēri	ḫēr-i	verb;ANTIP
ḫēġōži	ḫēġ+ō+že	noun;ABS
ḫīdam	ḫīdam	noun;ABS
ḫīdūri	ḫīdūri	noun;ABS
ḫīdūri	ḫīd-ur-i	verb;ur;ANTIP
ḫīla	ḫili-a	noun;ESS
ḫīla	ḫil-a	verb;INT
ḫīlēšta	ḫīlēšti-a	noun;ESS
ḫīlēšta	ḫil-išt-a	verb;RES;3A.SG
ḫīria	ḫīri-i-a	noun;3POSS.SG;ESS
ḫīžāri	ḫīž+ār+i	noun;ABS
ḫīžāri	ḫīž-ar-i	verb;ITER;ANTIP
ḫōbidi	ḫōb+idi	noun;ABS
ḫōbidōda	ḫōbidōdi-a	noun;ESS
ḫōbiž	ḫōbi-ž	noun;ERG
ḫōbiž	ḫōb-i-ež	verb;MOD.AG;OPT
ḫōbra	ḫōbri-a	noun;ESS
ḫōbri	ḫōbri	noun;ABS
ḫōbrib	ḫōbri-v	noun;2POSS.SG.ABS
ḫōbānab	ḫōb-an-a-b	verb;an;INT;b
ḫōbēdi	ḫōb-ed-i	verb;FUT;ANTIP
ḫōdanna	ḫōd+a+nni-a	noun;ESS
ḫōdannaražāe	ḫōd+a+nn+ar+a+že-ae	noun;INS
ḫōdanni	ḫōd+a+nni	noun;ABS
ḫōdannibāe	ḫōd+a+nni-ve-ae	noun;GEN;INS
ḫōdannida	ḫōd+a+nni-da	noun;DIR
ḫōdannāe	ḫōd+a+nni-ae	noun;INS
ḫōdedemaen	ḫōd-i+m+ai-n	verb;CVB;n
ḫōdellurražuž	ḫōdellori-na-až-ož	noun;RELAT.PL;PL;ERG
ḫōdemae	ḫōd-i+m+ai	verb;CVB
ḫōdena	ḫōde-na	noun;RELAT.PL.ABS
ḫōdenažuž	ḫōde-na-až-ož	noun;RELAT.PL;PL;ERG
ḫōdenažāi	ḫōde-na-až-ve-ae	noun;RELAT.PL;PL;GEN;INS
ḫōdež	ḫōde-ž	noun;ERG
ḫōdinaži	ḫōde-na-až-ve	noun;RELAT.PL;PL;GEN
ḫōdra	ḫōdri-a	noun;ESS
ḫōdurum	ḫōd-ur-o-m	verb;ur;TR.PFV;3A.SG
ḫōduttum	ḫōd-ud-id-o=m	verb;NEG;PL.A;TR.PFV;2SG.ABS
ḫōdōma	ḫōd-o=ma	verb;MOD.PAT;CON
ḫōenēmma	ḫowe+ni-e=mma	noun;3POSS.SG.ABS;2SG.ABS
ḫōenēva	ḫowe+ni-e-va	noun;3POSS.SG;DAT
ḫōidan	ḫō-id-en	verb;PL.A;3JUSS
ḫōidu	ḫō-id-o	verb;PL.A;TR.PFV
ḫōiella	ḫō-i=lla	verb;TR.IMP;3PL.ABS
ḫōili	ḫō-i-le	verb;MOD.AG;1JUSS
ḫōiġia	ḫō+i+ġe-i-a	noun;3POSS.SG;ESS
ḫōiġiani	ḫō+i+ġe-i-ane	noun;3POSS.SG;ABL/INS
ḫōlelzida	ḫōlel+zi-da	noun;DIR
ḫōlliaž	ḫōlli-i-až	noun;3POSS;PL.ABS
ḫōlulidu	ḫōl-ol-id-o	verb;ol;PL.A;TR.PFV
ḫōlāmmi	ḫōlā+mmi	noun;ABS
ḫōlāmmi	ḫōl-amm-i	verb;FACT;ANTIP
ḫōmari	ḫōmari	noun;ABS
ḫōmarida	ḫōmari-da	noun;DIR
ḫōmarrinin	ḫōmari-ne-n	noun;RELAT.SG;ABL/INS
ḫōmaruḫḫina	ḫōm+ar+o+ḫḫe-na	ADJ;RELAT.PL.ABS
ḫōmbārži	ḫomb+ar+ži	noun;ABS
ḫōmmāruḫḫināža	ḫōm+ar+o+ḫḫe-na-až-a	ADJ;RELAT.PL;PL;DAT/ESS
ḫōmni	ḫōmni	noun;ABS
ḫōmnummi	ḫōmn-umme	verb;INF.ABS
ḫōni	ḫōuni	noun;ABS
ḫōnžini	ḫōnži-ne	noun;ABL/INS
ḫōpten	ḫōpte-n	noun;ABL/INS
ḫōpten	ḫōp-d-i-en	verb;d;MOD.AG;3JUSS
ḫōpšineva	ḫōpši-ne-va	noun;RELAT.SG;DAT
ḫōraidan	ḫōra-i-da=n	noun;3POSS.SG;DIR;3SG.ABS
ḫōraīa	ḫōra-i-a	verb;TR;3A.SG
ḫōrdi	ḫōrdi	noun;ABS
ḫōrida	ḫōri-da	noun;DIR
ḫōrraža	ḫōri-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ḫōrražalla	ḫōri-na-až-a=lla	noun;RELAT.PL;PL;DAT/ESS;3PL.ABS
ḫōrruštāw	ḫōrr-ošt-aw	verb;RES;1A.SG
ḫōruppi	ḫūruffe	noun;ABS
ḫōruppi	ḫōr-upp-i	verb;upp;ANTIP
ḫōruwāda	ḫōr+o+vāde-a	noun;ESS
ḫōrvini	ḫōrvi-ne	noun;ABL/INS
ḫōrvāde	ḫōrv+āde	noun;ABS
ḫōrāmi	ḫōrāmi	noun;ABS
ḫōrāmi	ḫōr-am-i	verb;FACT;ANTIP
ḫōttum	ḫōd-id-o=m	verb;PL.A;TR.PFV;2SG.ABS
ḫōīb	ḫō-i-b	verb;ANTIP;b
ḫōītḫa	ḫō+ī+tḫe-a	noun;ESS
ḫōšti	ḫōšti	noun;ABS
ḫōšti	ḫōš-d-i	verb;d;ANTIP
ḫōštivuwām	ḫōšti-iffu-va=m	noun;1POSS.SG;DAT;CON
ḫōššini	ḫōšši-ne-e	noun;RELAT.SG;DIR/LOC
ḫōžellandin	ḫōž-ill-and-i-n	verb;ill;PL.A;MOD.AG;n
ḫōžellāin	ḫō-ož-ill-i-ai-n	verb;ož;ill;MOD.AG;PURP;n
ḫōžia	ḫōž-i-a	verb;TR;3A.SG
ḫōžuni	ḫōžuni	noun;ABS
ḫōžuni	ḫōž-on-i	verb;on;ANTIP
ḫōžurraža	ḫōžuri-na-až-a	noun;RELAT.PL;PL;DAT/ESS
ḫōžānōla	ḫōž-an-ol-a	verb;an;ol;INT
ḫōžīw	ḫōž-i-o	verb;TR;2A.SG
ḫūruffeni	ḫūruffe-ne-e	noun;RELAT.SG;DIR/LOC
ḫūžia	ḫūži-i-a	noun;3POSS.SG;ESS
ḫūžia	ḫūž-i-a	verb;TR;3A.SG
